ACCE_ABSORB_COST	 я«бнЁ «бѕгћ: %d
HORSE_HEALTH2	ћ«∆Џ
HORSE_HEALTH3	ггбжЅ
HORSE_LEVEL1	Ќ’«д Џ«ѕн
HORSE_LEVEL2	Ќ’«д гѕ—Џ
HORSE_LEVEL3	Ќ’«д «бћн‘
HORSE_LEVEL4	Ќ’«д Ќ—»н Џўнг
HOUR	”
HOW_MANY_ITEM_DO_YOU_DROP1	еб  —џ» Ён ≈”ё«Ў  %sњ
HOW_MANY_ITEM_DO_YOU_DROP2	еб  —џ» Ён ≈”ё«Ў %s б№%dњ
ICECREAM_EVENT_EXCHANGE_SCOOP_SUCCESS	бёѕ ёг  »дёб %d я—«  Ћбћн… ≈бм ё«∆г… «б«Ќ Ё«бн«  «бћѕнѕ….
ICECREAM_EVENT_GET_SCOOP	бёѕ Ќ’б  Џбм я—… Ћбћн….
ICECREAM_EVENT_SCOOP_MAX_COUNT	б« нгядя «бЌ’жб Џбм «бг“нѕ гд «бя—«  «бЋбћн….
INPUT_MATRIX_CARD_NUMBER	√ѕќб —ёг »Ў«ё… «бг« —ня”
INPUT_MATRIX_CARD_TITLE	»Ў«ё… «бг« —ня”
INPUT_PRIVATE_CODE_DIALOG_DESCRIPTION	√ѕќб ‘Ё—… «бЌ–Ё гд ќн«— ≈ѕ«—… «бЌ”«».
INPUT_PRIVATE_CODE_DIALOG_TITLE	Ќ–Ё «б‘ќ’н…
INVENTORY_DO_NOT_PACK_WARP_SCROLL	б« нгяд ѕгћ «ббЁ«∆Ё.
INVENTORY_REALLY_USE_ITEM	еб  —џ» Ён  ЁЏнб е–« «б»дѕ Џбм е–« «б‘нЅњ
INVENTORY_REALLY_USE_ITEM2	еб  —нѕ «” Џг«б е–« «б»дѕњ
INVENTORY_REALLY_USE_PET_BAG_ITEM	еб  —џ» Ќёш« Ён ж÷Џ «б—Ёнё Ён ёЁ’ «бдёбњ
INVENTORY_REALLY_USE_PET_BAG_TAKE_OUT	еб  —џ» Ён Ё Ќ ёЁ’ «бдёбњ
INVENTORY_REALLY_USE_PET_FEEDSTUFF_ITEM	еб  —џ» Ён ≈ЎЏ«г %s »№№ %sњ
IS_NOT_PET_CHANGE_ITEM	е–« бн” »дѕ ”Ќ— «б—Ёнё.
IS_NOT_PET_ITEM	е–« бн” —Ёнё.
JOB_ASSASSIN	дндћ«
JOB_ASSASSIN0	б« ‘нЅ
JOB_ASSASSIN1	дндћ« «бё «б Џд ё—»
JOB_ASSASSIN2	дндћ« «бё «б Џд »Џѕ
JOB_SHAMAN	‘«г«д
JOB_SHAMAN0	б« ‘нЅ
JOB_SHAMAN1	‘«г«д «б днд
JOB_SHAMAN2	‘«г«д «б‘Ё«Ѕ
JOB_SURA	”ж—«
JOB_SURA0	б« ‘нЅ
JOB_SURA1	”ж—« «бё «б «б”Ќ—н
JOB_SURA2	”ж—« «б”шЌ— «б√”жѕ
JOB_WARRIOR	гЌ«—»
JOB_WARRIOR0	б« ‘нЅ
JOB_WARRIOR1	г’«—Џ
JOB_WARRIOR2	гё« б –едн
JOB_WOLFMAN	бня«д—
JOB_WOLFMAN0	бня«д— е«жн
JOB_WOLFMAN1	џ—н“…
JOB_WOLFMAN2	џн— г «Ќ
KEYCHANGE_DONT_SAVE_EXIT	≈џб«ё »ѕжд ЌЁўњ
KEYCHANGE_IMPOSSIBLE_CHANGE	б« н”гЌ ед« »«” Џг«б [CTRL]° [ALT]° ж [SHIFT]!
KEYCHANGE_SAVE_EXIT	«ЌЁў ж«џбёњ
KEY_0	0
KEY_0_LALT	ALT + 0
KEY_0_LCONTROL	CTRL + 0
KEY_0_LSHIFT	SHIFT + 0
KEY_1	1
KEY_1_LALT	ALT + 1
KEY_1_LCONTROL	CTRL + 1
KEY_1_LSHIFT	SHIFT + 1
KEY_2	2
KEY_2_LALT	ALT + 2
KEY_2_LCONTROL	CTRL + 2
KEY_2_LSHIFT	SHIFT + 2
KEY_3	3
KEY_3_LALT	ALT + 3
KEY_3_LCONTROL	CTRL + 3
KEY_3_LSHIFT	SHIFT + 3
KEY_4	4
KEY_4_LALT	ALT + 4
KEY_4_LCONTROL	CTRL + 4
KEY_4_LSHIFT	SHIFT + 4
KEY_5	5
KEY_5_LALT	ALT + 5
KEY_5_LCONTROL	CTRL + 5
KEY_5_LSHIFT	SHIFT + 5
KEY_6	6
KEY_6_LALT	ALT + 6
KEY_6_LCONTROL	CTRL + 6
KEY_6_LSHIFT	SHIFT + 6
KEY_7	7
KEY_7_LALT	ALT + 7
KEY_7_LCONTROL	CTRL + 7
KEY_7_LSHIFT	SHIFT + 7
KEY_8	8
KEY_8_LALT	ALT + 8
KEY_8_LCONTROL	CTRL + 8
KEY_8_LSHIFT	SHIFT + 8
KEY_9	9
KEY_9_LALT	ALT + 9
KEY_9_LCONTROL	CTRL + 9
KEY_9_LSHIFT	SHIFT + 9
KEY_A	A
KEY_ADD	+
KEY_A_LALT	ALT + A
KEY_A_LCONTROL	CTRL + A
KEY_A_LSHIFT	SHIFT + A
KEY_B	B
KEY_B_LALT	ALT + B
KEY_B_LCONTROL	CTRL + B
KEY_B_LSHIFT	SHIFT + B
KEY_C	C
KEY_COMMA	,
KEY_COMMA_LALT	ALT + ,
KEY_COMMA_LCONTROL	CTRL + ,
KEY_COMMA_LSHIFT	SHIFT + ,
KEY_C_LALT	ALT + C
KEY_C_LCONTROL	CTRL + C
KEY_C_LSHIFT	SHIFT + C
KEY_D	D
KEY_DOWN	≈бм «б√”Ёб
KEY_D_LALT	ALT + D
KEY_D_LCONTROL	CTRL + D
KEY_D_LSHIFT	SHIFT + D
KEY_E	E
KEY_E_LALT	ALT + E
KEY_E_LCONTROL	CTRL + E
KEY_E_LSHIFT	SHIFT + E
KEY_F	F
KEY_F1	F1
KEY_F1_LALT	ALT + F1
KEY_F1_LCONTROL	CTRL + F1
KEY_F1_LSHIFT	SHIFT + F1
KEY_F2	F2
KEY_F2_LALT	ALT + F2
KEY_F2_LCONTROL	CTRL + F2
KEY_F2_LSHIFT	SHIFT + F2
KEY_F3	F3
KEY_F3_LALT	ALT + F3
KEY_F3_LCONTROL	F3
KEY_F3_LSHIFT	SHIFT + F3
KEY_F4	F4
KEY_F4_LALT	ALT + F4
KEY_F4_LCONTROL	CTRL + F4
KEY_F4_LSHIFT	SHIFT + F4
KEY_F5	F5
KEY_F5_LALT	ALT + F5
KEY_F5_LCONTROL	CTRL + F5
KEY_F5_LSHIFT	SHIFT + F5
KEY_F6	F6
KEY_F6_LALT	ALT + F6
KEY_F6_LCONTROL	CTRL + F6
KEY_F6_LSHIFT	SHIFT + F6
KEY_F7	F7
KEY_F7_LALT	ALT + F7
KEY_F7_LCONTROL	CTRL + F7
KEY_F7_LSHIFT	SHIFT + F7
KEY_F8	F8
KEY_F8_LALT	ALT + F8
KEY_F8_LCONTROL	CTRL + F8
KEY_F8_LSHIFT	SHIFT + F8
KEY_F9	F9
KEY_F9_LALT	ALT + F9
KEY_F9_LCONTROL	CTRL + F9
KEY_F9_LSHIFT	SHIFT + F9
KEY_F10	F10
KEY_F10_LALT	ALT + F10
KEY_F10_LCONTROL	CTRL + F10
KEY_F10_LSHIFT	SHIFT + F10
KEY_F_LALT	ALT + F
KEY_F_LCONTROL	CTRL + F
KEY_F_LSHIFT	SHIFT + F
KEY_G	G
KEY_GRAVE	~
KEY_GRAVE_LALT	ALT + ~
KEY_GRAVE_LCONTROL	CTRL + ~
KEY_GRAVE_LSHIFT	SHIFT + ~
KEY_G_LALT	ALT + G
KEY_G_LCONTROL	CTRL + G
KEY_G_LSHIFT	SHIFT + G
KEY_H	H
KEY_H_LALT	ALT + H
KEY_H_LCONTROL	CTRL + H
KEY_H_LSHIFT	SHIFT + H
KEY_I	I
KEY_I_LALT	ALT + I
KEY_I_LCONTROL	CTRL + I
KEY_I_LSHIFT	SHIFT + I
KEY_J	J
KEY_J_LALT	ALT + J
KEY_J_LCONTROL	CTRL + J
KEY_J_LSHIFT	SHIFT + J
KEY_K	K
KEY_K_LALT	ALT + K
KEY_K_LCONTROL	CTRL + K
KEY_K_LSHIFT	SHIFT + K
KEY_L	L
KEY_LALT	ALT
KEY_LCONTROL	CTRL
KEY_LEFT	≈бм «бн”«—
KEY_LSHIFT	SHIFT
KEY_L_LALT	ALT + L
KEY_L_LCONTROL	CTRL + L
KEY_L_LSHIFT	SHIFT + L
KEY_M	M
KEY_M_LALT	ALT + M
KEY_M_LCONTROL	CTRL + M
KEY_M_LSHIFT	SHIFT + M
KEY_N	N
KEY_NUMLOCK	NUMLOCK
KEY_NUMPAD0	NUMPAD 0
KEY_NUMPAD1	NUMPAD 1
KEY_NUMPAD2	NUMPAD 2
KEY_NUMPAD3	NUMPAD 3
KEY_NUMPAD4	NUMPAD 4
KEY_NUMPAD5	NUMPAD 5
KEY_NUMPAD6	NUMPAD 6
KEY_NUMPAD7	NUMPAD 7
KEY_NUMPAD8	NUMPAD 8
KEY_NUMPAD9	NUMPAD 9
KEY_N_LALT	ALT + N
KEY_N_LCONTROL	CTRL + N
KEY_N_LSHIFT	SHIFT + N
KEY_O	O
KEY_O_LALT	ALT + O
KEY_O_LCONTROL	CTRL + O
KEY_O_LSHIFT	SHIFT + O
KEY_P	P
KEY_PERIOD	.
KEY_PERIOD_LALT	ALT + .
KEY_PERIOD_LCONTROL	CTRL + .
KEY_PERIOD_LSHIFT	SHIFT + .
KEY_PGDN	PAGE DOWN
KEY_PGUP	PAGE UP
KEY_P_LALT	ALT + P
KEY_P_LCONTROL	CTRL + P
KEY_P_LSHIFT	SHIFT + P
KEY_Q	Q
KEY_Q_LALT	ALT + Q
KEY_Q_LCONTROL	CTRL + Q
KEY_Q_LSHIFT	SHIFT + Q
KEY_R	R
KEY_RIGHT	≈бм «бнгнд
KEY_R_LALT	ALT + R
KEY_R_LCONTROL	CTRL + R
KEY_R_LSHIFT	SHIFT + R
KEY_S	S
KEY_SPACE	г”«Ќ…
KEY_SUBTRACT	-
KEY_SYSRQ	PRT SCN
KEY_S_LALT	ALT + S
KEY_S_LCONTROL	CTRL + S
KEY_S_LSHIFT	SHIFT + S
KEY_T	T
KEY_TAB	TAB
KEY_T_LALT	ALT + T
KEY_T_LCONTROL	CTRL + T
KEY_T_LSHIFT	SHIFT + T
KEY_U	U
KEY_UP	≈бм «б√Џбм
KEY_U_LALT	ALT + U
KEY_U_LCONTROL	CTRL + U
KEY_U_LSHIFT	SHIFT + U
KEY_V	V
KEY_V_LALT	ALT + V
KEY_V_LCONTROL	CTRL + V
KEY_V_LSHIFT	SHIFT + V
KEY_W	W
KEY_W_LALT	ALT + W
KEY_W_LCONTROL	CTRL + W
KEY_W_LSHIFT	SHIFT + W
KEY_X	X
KEY_X_LALT	ALT + X
KEY_X_LCONTROL	CTRL + X
KEY_X_LSHIFT	SHIFT + X
KEY_Y	Y
KEY_Y_LALT	ALT + Y
KEY_Y_LCONTROL	CTRL + Y
KEY_Y_LSHIFT	SHIFT + Y
KEY_Z	Z
KEY_Z_LALT	ALT + Z
KEY_Z_LCONTROL	CTRL + Z
KEY_Z_LSHIFT	SHIFT + Z
LEADER_NAME	≈”г «бё«∆ѕ
LEFT_TIME	«бжё  «бг »ён
LIMIT_LEVEL_GUILD	г” жм «б—«»Ў…: %d
LOGIN_CONNECT_FAILURE	Ќ’б ќЎ√ Џдѕ «б« ’«б »«бќ«ѕг.
LOGIN_CONNECT_SUCCESS	 г —»Ў «б« ’«б »«бќ«ѕг.
LOGIN_CONNETING	«д ў— гд Ё÷бя. ”н г —»Ў «б« ’«б »«бќ«ѕг.
LOGIN_FAILURE_ALREAY	Ќ”«»я г ’б »«бЁЏб.
LOGIN_FAILURE_BACKEND_ERR	Ќ’б ќЎ√. н—ћм «б« ’«б »Ё—нё «бѕЏг.
LOGIN_FAILURE_BE_SAME_KEY	ќЎ√ Ён «б ”ћнб
LOGIN_FAILURE_BLOCK_ID	 г Ќў— е–« «бЌ”«».
LOGIN_FAILURE_BLOCK_LOGIN	ќ«ѕг гџбё: «б—ћ«Ѕ «ќ н«— ќ«ѕг ¬ќ—!
LOGIN_FAILURE_COUNTRY_ERR	—г“ «бѕжб… џн— ’ЌнЌ.\nн—ћм «б« ’«б »Ё—нё «бѕЏг.
LOGIN_FAILURE_INTEGRTING	е–« «бЌ”«» н г ѕгће Ќ«бнр«. «б—ћ«Ѕ ≈Џ«ѕ… «бгЌ«жб… б«Ќёр«.
LOGIN_FAILURE_IOVATION_ERR	н—ћм  ЁЏнб «бг’«ѕё… «бЋд«∆н… ббѕќжб ≈бм е–« «бќ«ѕг.
LOGIN_FAILURE_NOBILL	бг нх”ћб Ён е–« «бЌ”«» жё х бЏ» »Џѕ.
LOGIN_FAILURE_NOT_AVAIL	е–« «бЌ”«» бн” г «Ќр«.
LOGIN_FAILURE_NOT_EXIST_ID	ќЎ√ Ён «”г «бЌ”«» √ж Ён ябг… «б”—.
LOGIN_FAILURE_NOT_MAIL_CONFIRM	нћ» Џбня  √янѕ Ќ”«»я Џ»— «б»—нѕ «б≈бя —ждн.
LOGIN_FAILURE_REPAIR_ID	”н г ≈—ћ«Џ «бгЏѕ«  бе–« «бЌ”«».
LOGIN_FAILURE_SAMELOGIN	”ћб √Ќѕ «б√‘ќ«’ «бѕќжб »Ќ”«»я.
LOGIN_FAILURE_SERVER_GRADE	е–« ќ«ѕг Ќ’—н° жб« нгяд бб√”Ё бе–« «бЌ”«» «бж’жб ≈бне.
LOGIN_FAILURE_SHUTDOWN	«бќ«ѕг џн— г жЁ—.
LOGIN_FAILURE_STEAM_SESSION	 ”ћнб «бѕќжб ббЌ”«»«  «бгдёжб… / «б ”ћнб «бћѕнѕ џн— ггяд.
LOGIN_FAILURE_TNT_SESSION	бёѕ  Џ–— Ё Ќ «бЏгнб. н—ћм «Џ«ѕ…  ‘џнб «бг‘џб ж ”ћнб «бѕќжб.
LOGIN_FAILURE_TOO_MANY_USER	бёѕ  Џ–— —»Ў «б« ’«б »”»» «бЏѕѕ «бя»н— бб«Џ»нд.
LOGIN_FAILURE_UNKNOWN	≈дя бг  дћЌ Ён  ”ћнб «бѕќжб дў—«р б√”»«» гћежб….
LOGIN_FAILURE_WEB_BLOCK	бёѕ  г Ё—÷ Ќў— Џбня Ён е–е «б’ЁЌ…. «б—ћ«Ѕ г—«ћЏ… ’дѕжё »—нѕя «б≈бя —ждн.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER	≈д «б—ёг «бгхѕ—ћ џн— ’ЌнЌ.
LOGIN_FAILURE_WRONG_MATRIX_CARD_NUMBER_TRIPLE	бёѕ √ѕќб  Ћб«Ћ г—«  —ёг«р ќ«Ў∆«р. ”н г «б¬д Ё’б «б« ’«б.
LOGIN_FAILURE_WRONG_PASSWORD	ќЎ√ Ён «”г «бЌ”«» √ж Ён ябг… «б”—.
LOGIN_INPUT_ID	«б—ћ«Ѕ ≈ѕќ«б «бгхЏ—шцЁ.
LOGIN_INPUT_PASSWORD	«б—ћ«Ѕ ≈ѕќ«б ябг… «б”ш—.
LOGIN_PROCESSING	ћ«—н «б ”ћнб...
LOOTING_SYSTEM_CANNOT_OPEN_MAP	б« нгяд Ё Ќ е–« ед«.
LOOTING_TICKET_DURATION	«бжё  «бг »ён: %s
LUCKY_BOX_DIALOG_RECV_TEXT	еб  —нѕ ё»жб «б»дѕњ
LUCKY_BOX_DIALOG_RETRY_TEXT	еб  жѕ  ћ—»… Ќўя гћѕѕ«њ
MAILBOX_FAIL_USE_TIME_LIMIT	н г  ЌѕнЋ ’дѕжё «б»—нѕ. «б—ћ«Ѕ ≈Џ«ѕ… «бгЌ«жб… б«Ќёр«.
MAILBOX_POST_ALL_DELETE_FAIL_EMPTY	б« —”«∆б ћѕнѕ…
MAILBOX_POST_ALL_DELETE_QUESTION1	Ќ–Ё ћгнЏ «б—”«∆бњ
MAILBOX_POST_ALL_DELETE_QUESTION2	бд н г Ќ–Ё «б—”«∆б «б н  Ќ жн Џбм г—Ёё« .
MAILBOX_POST_ALL_GET_ITEMS_FAIL_EMPTY	б« нжћѕ бѕня «н —”«∆б  Ќ жн г—Ёё«  Ён ’дѕжё «б»—нѕ «бќ«’ »я.
MAILBOX_POST_ALL_GET_ITEMS_QUESTION	ё»жб «бг—Ёё« њ (”н г ≈ё Ў«Џ 5% н«дџ я÷—«∆»)
MAILBOX_POST_DELETE_FAIL_EXIST_ITEMS	б« нгяд Ќ–Ё «б—”«б…. н—ћм ё»жб «бг—Ёё«  √жб«.
MAILBOX_POST_DELETE_QUESTION	еб  —нѕ »«бЁЏб Ќ–Ё е–е «б—”«б…њ
MAILBOX_POST_GET_ITEMS_NOT_ENOUGHT_INVENTORY	б« нгяд ё»жб «б»джѕ. ё«∆г… «бћ—ѕ «бќ«’… »я гг б∆….
MAILBOX_POST_GET_ITEMS_QUESTION	ё»жб «бг—Ёё« њ (”н г ≈ё Ў«Џ 5% н«дџ я÷—«∆»)
MAILBOX_POST_GET_ITEMS_WON_OVERFLOW	б« нгядя ё»жб «бг“нѕ гд «бжжд.
MAILBOX_POST_GET_ITEMS_YANG_OVERFLOW	б« нгядя ё»жб «бг“нѕ гд «бн«дџ.
MAILBOX_POST_GM_ARRIVE	—”«б… г‘—Ё «ббЏ»…
MAILBOX_POST_NOT_CONFIRM_INFO_1	—”«∆б џн— гё—жЅ…: %d
MAILBOX_POST_NOT_CONFIRM_INFO_2	»г—Ёё« : %d / »ѕжд г—Ёё« : %d
MAILBOX_POST_READ_BLOCK	еб √д  г √яѕ »√дя  жѕ Ќў— %sњ
MAILBOX_POST_WRITE_ALREADY_ITEM	нгядя ЁёЎ «—”«б »дѕ ж«Ќѕ Ён «б—”«б….
MAILBOX_POST_WRITE_CAN_NOT_SPLIT_ITEM	ёг »Ё’б «б»джѕ «бгћгЏ… Ён ё«∆г… «бћ—ѕ «бќ«’… »я ё»б ≈—”«б «Ќѕе« Ён —”«б….
MAILBOX_POST_WRITE_CONFIRM_FAIL	«бг бён џн— гЏ—жЁ. б« нгяд ≈—”«б «б—”«б….
MAILBOX_POST_WRITE_CONFIRM_FULL_MAILBOX	’дѕжё «б»—нѕ «бќ«’ »«бг бён гг бнЅ. б« нгяд ≈—”«б «б—”«б….
MAILBOX_POST_WRITE_LEVEL_LIMIT	нгядя ≈—”«б «б—”«∆б «» ѕ«Ѕр гд «бг” жм 20.
MAILBOX_POST_WRITE_MONEY_NOT_ENOUGHT	бн” бѕня г« няЁн гд «бн«дџ б≈—”«б е–е «б—”«б….
MAILBOX_POST_WRITE_NAME_CHECK	ёг » √янѕ «”г г бён «б—”«б… Џ»— «б÷џЎ Џбм "«б Ќёё гд «бг бён".
MAILBOX_POST_WRITE_NAME_EMPTY	√ѕќб «”г «бг бён.
MAILBOX_POST_WRITE_OK	 г ≈—”«б «б—”«б… »дћ«Ќ.
MAILBOX_POST_WRITE_QUESTION1	еб  жѕ «—”«б «б—”«б… ≈бм %s «б¬дњ
MAILBOX_POST_WRITE_QUESTION2	—”жг «б ж’нб: %d н«дџ
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_NAME	√ѕќб «”г «бг бён.
MAILBOX_POST_WRITE_SEND_FAIL_EMPTY_TITLE	√ѕќб «бЏдж«д.
MAILBOX_POST_WRITE_SEND_MONEY_TITLE	г»бџ гд «бг«б
MAILBOX_POST_WRITE_WRONG_ITEM	б« нгядя «—”«б »дѕ гх— »Ў »«б—жЌ.
MAILBOX_POST_WRITE_WRONG_MESSAGE	«б—”«б…  Ќ жн Џбм ябг«  гхќб… »«б√ѕ».
MAILBOX_POST_WRITE_WRONG_TITLE	«бЏдж«д нЌ жн Џбм ябг«  гхќб… »«б√ѕ».
MALL_CANNOT_INSERT	б« нгядя ж÷Џ «б‘нЅ.
MALL_PASSWORD_TITLE	ябг… «б”ш—
MAP_A1	гдЎё… нждџ«д
MAP_A2	ж«ѕн ”жндџ—нждџ
MAP_A2_1	
MAP_A3	гдЎё… н«н«дџ
MAP_AG	ћждџ—«дџ
MAP_B1	гдЎё… ћж«д
MAP_B2	ж«ѕн ≈гћн
MAP_B3	≈ёбнг »жянждџ
MAP_BATTLE_FIELD	гдЎё… «бгЏ—я…
MAP_BATTLE_ROYALE	»« б —жн«б
MAP_BAY	ќбнћ днЁ—н 
MAP_BAYBLACKSAND	ќбнћ днЁ—н 
MAP_BG	ж«—нждџ
MAP_BOSS_AWAKEN_DAWNMIST	«.Ќ: џ«»… г”Ќж—…
MAP_BOSS_AWAKEN_FLAME	«.Ќ: ёбЏ… «б днд «б√Ќг—
MAP_BOSS_AWAKEN_SKIPIA	«.Ќ: яеЁ «ббЏд…
MAP_BOSS_AWAKEN_SNOW	«.Ќ: »х—ћ «бдгн—
MAP_BOSS_CRACK_DAWNMIST	Ё.“: џ«»… г”Ќж—…
MAP_BOSS_CRACK_FLAME	Ё.“: ёбЏ… «б днд «б√Ќг—
MAP_BOSS_CRACK_SKIPIA	Ё.“: яеЁ «ббЏд…
MAP_BOSS_CRACK_SNOW	Ё.“: »х—ћ «бдгн—
MAP_BOSS_LABYRINTH	 б… «б√же«г
MAP_C1	гдЎё… »нждџгж
MAP_C2	ж«ѕн »«дџ”«д
MAP_C3	гдЎё… »«я—«
MAP_CAPE	—√” д«— «б днд
MAP_CAPEDRAGONHEAD	—√” д«— «б днд
MAP_CG	≈ге«
MAP_CZ_DUNGEON	гЏ»ѕ “жѕн«я
MAP_DAWN	ћ—Ё џж« «г«
MAP_DAWNMISTWOOD	ћ—Ё џж« «г«
MAP_DAWNMIST_DUNGEON_01	џ«»… г”Ќж—…
MAP_DEFENSE_WAVE	«бѕЁ«Џ Џд «б”Ёнд…
MAP_DEFENSE_WAVE_PORT	гнд«Ѕ
MAP_DESERT	’Ќ—«Ѕ нждџ»н
MAP_DEVILCATACOMB	”—ѕ«» «бгж 
MAP_DEVILTOWER1	»—ћ «б‘н«Ўнд
MAP_DUEL	”«Ќ…  ѕ«—н» «бё «б
MAP_E	гдЎё… «ббня«д—
MAP_EASTPLAIN_01	ѕждћ_ћж«дћ
MAP_EASTPLAIN_02	√—«÷н ”нжџ«д
MAP_EASTPLAIN_03	д«г_ћж«дћ
MAP_ELEMENTAL_DUNGEON	Џ«бг «бЏд«’—
MAP_ELEMENTAL_DUNGEON_DARK	Џ«бг «бЏд«’— (ўб«г)
MAP_ELEMENTAL_DUNGEON_ELECTRICITY	Џ«бг «бЏд«’— (»—ё)
MAP_ELEMENTAL_DUNGEON_FIRE	Џ«бг «бЏд«’— (д«—)
MAP_EMPIRECASTLE	«бёбЏ… «бгећж—…
MAP_EMPIREWAR01	гЏ—я… «бЌ’д
MAP_EMPIREWAR02	гЏ—я… «бЌ’д
MAP_EMPIREWAR03	гЏ—я… «бЌ’д
MAP_FARMING_DUNGEON	»—ћ гЌ’д џ«г÷
MAP_FLAME	ѕжнжгеж«д
MAP_GUILD_01	ћждџ—«дџ
MAP_GUILD_02	ж«—нждџ
MAP_GUILD_03	≈ге«
MAP_GUILD_PVE	ё’— гбя «б д«днд
MAP_HOLYPLACE_DESERT	гЏ—я… «б≈г»—«Ўж—н…-√—÷ «б’Ќ—«Ѕ
MAP_HOLYPLACE_FLAME	гЏ—я… «б≈г»—«Ўж—н…-√—÷ «бд«—
MAP_HOLYPLACE_ICE	гЏ—я… «б≈г»—«Ўж—н… «б√—÷ «бћбнѕн…
MAP_ICE_CRYSTALS_CAVE	г÷нё «б—н«Ќ «б‘г«бн…
MAP_MAZE_DUNGEON_01	яеЁ «бџдн“ «бг” жм 1
MAP_MAZE_DUNGEON_02	яеЁ «бџдн“ «бг” жм 2
MAP_MAZE_DUNGEON_03	яеЁ «бџдн“ «бг” жм 3
MAP_MILGYO	гЏ»ѕ еж«дџ
MAP_MILGYO_A	
MAP_MINIBOSS_01	«б»—ћ «бгЌ’д «б√“—ё - «бг” жм 40-80
MAP_MINIBOSS_02	«б»—ћ «бгЌ’д «б√Ќг— Ц «» ѕ«Ѕ гд «бг” жм 81
MAP_MISTS_OF_ISLAND	ћ“— «б÷»«»
MAP_MONKEY_DUNGEON	е«”жд ѕждџ
MAP_MONKEY_DUNGEON2	ћ«дџ”жд ѕждџ
MAP_MONKEY_DUNGEON3	”«дџ”жд ѕждџ
MAP_MONKEY_DUNGEON_11	е«”жд ѕждџ
MAP_MONKEY_DUNGEON_12	е«”жд ѕждџ
MAP_MONKEY_DUNGEON_13	е«”жд ѕждџ
MAP_MT_THUNDER	ћ»«б «б—Џѕ
MAP_MT_TH_DUNGEON_01	гЏ»ѕ «б¬‘«ж
MAP_NUSLUCK	√—÷ «бЏг«бё…
MAP_NUSLUCK01	√—÷ «бЏг«бё…
MAP_N_DESERT_01	’Ќ—«Ѕ нждџ»н
MAP_N_DESERT_02	
MAP_N_FLAME_01	√—÷ «бд«—
MAP_N_FLAME_02	
MAP_N_FLAME_DRAGON	яеЁ гнбн
MAP_N_FLAME_DUNGEON_01	ёбЏ… «б днд «б√Ќг—
MAP_N_SNOWM_01	ћ»б ”же«д
MAP_N_SNOWM_02	
MAP_N_SNOW_DUNGEON_01	»х—ћ «бдгн—
MAP_N_THREEWAY	ж«ѕн ”жндџ—нждџ
MAP_OTHER_WORLD_01	«б≈дћ«“
MAP_OTHER_WORLD_02	«бЏ«бг «б¬ќ—
MAP_OTHER_WORLD_03	џ—Ё… «б«ќ »«—
MAP_OTHER_WORLD_04	«б≈ѕ«д…
MAP_OXEVENT	г”«»ё… OX
MAP_PATHWAY_DESERT_01	гЏ—я… «б≈г»—«Ўж—н…-√—÷ «б’Ќ—«Ѕ
MAP_PATHWAY_DESERT_02	гЏ—я… «б≈г»—«Ўж—н…-√—÷ «б’Ќ—«Ѕ
MAP_PATHWAY_DESERT_03	гЏ—я… «б≈г»—«Ўж—н…-√—÷ «б’Ќ—«Ѕ
MAP_PATHWAY_FLAME_01	гЏ—я… «б≈г»—«Ўж—н…-√—÷ «бд«—
MAP_PATHWAY_FLAME_02	гЏ—я… «б≈г»—«Ўж—н…-√—÷ «бд«—
MAP_PATHWAY_FLAME_03	гЏ—я… «б≈г»—«Ўж—н…-√—÷ «бд«—
MAP_PATHWAY_ICE_01	гЏ—я… «б≈г»—«Ўж—н…-«б√—÷ «бћбнѕн…
MAP_PATHWAY_ICE_02	”«Ќ… «ббЏ»
MAP_PATHWAY_ICE_03	гЏ—я… «б≈г»—«Ўж—н…-«б√—÷ «бћбнѕн…
MAP_PRIVATE_SHOP_MAP	«б»«“«—
MAP_SECRET_DUNGEON	гЏ»ѕ «б√бџ«“
MAP_SKELTOWER	»—ћ џжг”«д
MAP_SKIPIA_DUNGEON_01	яеЁ «ббЏд…
MAP_SKIPIA_DUNGEON_011	
MAP_SKIPIA_DUNGEON_012	
MAP_SKIPIA_DUNGEON_013	
MAP_SKIPIA_DUNGEON_02	яеЁ «ббЏд… 2
MAP_SKIPIA_DUNGEON_021	
MAP_SKIPIA_DUNGEON_022	
MAP_SKIPIA_DUNGEON_023	
MAP_SKIPIA_DUNGEON_BOSS	гЏ»ѕ «б днд
MAP_SKIPIA_DUNGEON_BOSS_1	»—ћ «бЏд«я» «бгЌ’д 1
MAP_SKIPIA_DUNGEON_BOSS_2	»—ћ «бЏд«я» «бгЌ’д 2
MAP_SKIPIA_DUNGEON_BOSS_3	»—ћ «бЏд«я» «бгЌ’д 3
MAP_SNAKE_TEMPLE_1	«бг” жм «б√жб гд гЏ»ѕ «б√Ё«Џн
MAP_SNAKE_TEMPLE_2	гЏ»ѕ «б√Ё«Џн
MAP_SNAKE_VALLEY	гг— ннб«ѕ
MAP_SNOW	ћ»б ”же«д
MAP_SPIDER	яж«ебж ѕждџ
MAP_SPIDERDUNGEON	»—ћ «бЏд«я» «бгЌ’д 1
